,region,price_sold_sek,number_of_rooms,area_size,floor_number,has_elevator,year_built,annual_fee_sek,annual_cost_sek,broker,brokerage_firm,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri
2039,kungsholmen,5760000,3.0,72,6 av 15,True,1962.0,4572,5400,mats uddare,karlsson & uddare ab,False,False,False,False,True,False,False,False,False,False,False,False,6.0,False,False,False,False,False
2040,södermalm sofia,11550000,5.0,120,3 av 3,True,2003.0,7056,9000,karl johan porry,bjurfors södermalm,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2041,södermalm,6423750,2.0,59,2 av 5,True,1906.0,2701,9352,konstantin dallas,historiska hem,False,False,False,False,False,False,True,False,False,False,True,False,2.0,False,False,False,False,False
2042,råsunda,4295000,3.0,76,5,True,1954.0,4210,0,mike chammas,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,True,False,False,False,False,False,False,5.0,False,False,True,False,False
2043,huvudsta,3200000,2.0,54,6 av 9,True,2015.0,4237,8400,jennifer törnkvist,fastighetsbyrån solna,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
2044,västertorp,4550000,3.0,685,3 av 7,True,2009.0,4052,3552,paulina despotovic,fastighetsbyrån hägersten/älvsjö,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2046,årsta,3550000,4.0,77,3 av 12,True,1960.0,5267,4721,diwan budakci,fastighetsbyrån årsta,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False
2047,kungsholmen,3000000,1.0,37,1,True,2006.0,2652,5400,vilhelm åman,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2048,gärdet/östermalm,6525000,2.0,59,4 av 8,True,1934.0,3213,6084,gabriel asadour,historiska hem,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2049,kallhäll,1950000,2.0,46,4 av 4,True,2018.0,3214,5520,karmo barkarmo,länsförsäkringar fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2050,näsbydal,2480000,2.0,62,14 av 16,True,1961.0,3366,0,caroline sabouri,länsförsäkringar fastighetsförmedling täby,False,False,False,False,False,False,False,False,False,False,False,False,14.0,False,False,False,False,False
2051,årsta,2900000,2.0,425,3 av 3,False,1943.0,2573,0,oscar parment,fastighetsbyrån årsta,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False
2052,barkarbystaden,2995000,3.0,755,4 av 5,True,2017.0,4357,0,romeo amsieh,länsförsäkringar fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2053,centrala sundbyberg,5500000,3.0,75,6 av 8,True,1998.0,4005,7416,olivier hoho,svenska mäklarhuset sundbyberg,False,True,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
2054,norra djurgårdsstaden,8000000,3.0,825,2 av 7,True,2015.0,4191,7340,christoffer perenkranz,fastighetsbyrån stockholm – norra djurgårdsstaden,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2055,huddinge centrum,2250000,3.0,79,2 av 5,True,1989.0,6962,0,anders rex,fastighetsbyrån huddinge,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
2057,rådhusparken,5760000,2.0,48,2 av 5,True,1929.0,2768,0,nicole åman,fastighetsbyrån stockholm - kungsholmen,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2058,östermalm / nedre gärdet,9300000,4.0,107,1 av 6,True,1991.0,4707,5350,alexander brito,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2059,nacka,2950000,2.0,435,1 av 3,True,2008.0,2782,2400,kevin crispien,tf real estate agency ab,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2060,gröndal,5795000,3.0,83,unknown,False,1982.0,4293,0,nicklas talvitie,notar,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,True,False
2061,centrala huddinge,2800000,2.0,52,10,True,2017.0,3409,7116,magnus karlsson,bjurfors huddinge/älvsjö,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,False,False,False,False
2062,farsta strand,1675000,1.0,44,1 av 2,True,1993.0,3397,4200,michael schönning,länsförsäkringar fastighetsförmedling stockholm - farsta,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2063,tungelsta,2200000,3.0,78,2 av 2,True,2005.0,4050,9600,solomon tumizghi,mohv haninge,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2064,täby centrum,6950000,4.0,93,7 av 7,True,2017.0,5374,6100,oscar hallbygård,mohv täby,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
2065,liljeholmskajen,4200000,2.0,51,1,True,2018.0,3848,2640,valencia can,fastighetsbyrån hägersten/älvsjö,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2066,råsunda,3350000,2.0,585,3,True,1947.0,3087,2928,hamilton elander,notar,False,False,False,False,False,True,False,False,False,False,False,False,3.0,False,False,False,True,False
2067,aspudden,3700000,2.0,47,3 av 5,True,2019.0,3325,6000,jessica alvå,notar,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
2068,vasastan,5995000,2.0,61,2 av 4,True,1929.0,3240,10950,ebba thielebeule,alicia edelman fastighetsmäkleri,False,False,False,False,False,False,False,True,False,False,True,False,2.0,False,False,False,False,False
2069,hagsätra,1810000,3.0,70,3 av 3,True,1957.0,5363,3000,yosef j. lahlou,fastighetsbyrån farsta/ högdalen/ skogås,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2072,södermalm,3700000,2.0,387,1 av 5,True,1907.0,1181,9360,lotta röhnisch,erik olsson fastighetsförmedling,False,False,False,False,False,False,True,False,False,False,True,False,1.0,True,False,False,False,False
2073,gröndal,4150000,2.0,58,unknown,False,1946.0,4015,0,nicklas talvitie,notar,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,True,False
2074,östermalm / gärdet,4400000,2.0,44,5 av 8,True,1938.0,2500,0,anna wikstrand delic,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
2075,hammarbyhöjden,3700000,2.0,50,3 av 3,True,1942.0,4269,7236,carin darnell,bjurfors hammarby/skarpnäck & farsta,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2076,lilla alby,3720000,3.0,83,3 av 3,True,1948.0,6023,0,safa kvist,svenska mäklarhuset sundbyberg,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2077,vasastan/östermalm,9000000,3.0,77,3 av 5,True,1884.0,1392,22000,christian melki,edward & partners fastighetsmäklare ab,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2078,jarlaberg,3000000,3.0,75,3 av 3,True,1988.0,4962,4380,isak kanon,fastighetsbyrån nacka,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2079,älvsjö,5250000,4.0,101,3 av 5,True,2022.0,6943,9012,paulina despotovic,fastighetsbyrån hägersten/älvsjö,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2081,östermalm,3375000,1.0,26,4 av 6,True,1937.0,1015,0,andreas helgoson,husmanhagberg östermalm,False,False,False,False,False,False,False,False,False,True,False,False,4.0,False,False,False,False,False
2082,centralt,1725000,2.0,58,1 av 3,True,1952.0,3636,5256,marcus berglund,länsförsäkringar fastighetsförmedling upplands väsby,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2083,årsta,3050000,2.0,49,2 av 3,True,1945.0,3609,4000,johan nilsson,husmanhagberg enskede,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False
2085,bromma,3750000,2.0,54,3 av 3,True,1938.0,2608,0,andreas ouchterlony,fjelkners by widerlöv,True,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2086,torsvik/herserud,2100000,1.0,256,2 av 3,True,1945.0,1094,2727,sebastian granath,husmanhagberg lidingö,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False
2087,djurö by,1500000,2.0,618,2 av 2,True,1985.0,5244,3600,victoria knaller,länsförsäkringar fastighetsförmedling värmdö,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2088,högdalen,1800000,1.0,45,1 av 4,True,1956.0,2620,3600,malin tiger nordenström,länsförsäkringar fastighetsförmedling årsta-bandhagen,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2089,hammarby sjöstad,5150000,3.0,82,3 av 6,True,2009.0,4715,0,ehsan sedagati,notar,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
2090,rotebro,2100000,3.0,77,1 av 2,True,1975.0,4426,5220,peter andersson,länsförsäkringar fastighetsförmedling sollentuna,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
2091,salem,1550000,2.0,66,unknown,False,1970.0,5169,0,ann sjöblom,fastighetsbyrån salem,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
2092,västra orminge,1995000,3.0,935,1 av 3,True,1967.0,6193,3600,jesper lindgren,widerlöv nacka/värmdö,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2093,bodal,4700000,3.0,77,4 av 6,True,1953.0,4305,7140,hampus åsén,bjurfors östermalm/lidingö,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2094,spånga solhem,2850000,3.0,749,unknown,False,1994.0,4603,6000,tomas ekström svahn,notar,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,True,False
2095,vendelsö,1700000,2.0,58,1 av 1,True,1983.0,3032,6000,jannica johansson,mohv haninge/tyresö,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
2096,häggvik,2920000,3.0,80,2 av 2,True,1960.0,4581,4800,therese johansson,bjurfors sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2097,näsby park,4000000,4.0,92,7 av 8,True,1958.0,5111,0,robin jusélius,magnusson mäkleri täby ab,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
2098,bolinder strand,3795000,3.0,80,3 av 9,True,2004.0,5073,7200,nina strange,husmanhagberg järfälla,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2099,bandhagen / högdalen,2540000,3.0,62,5 av 9,True,1955.0,3622,0,andreas rosenberg,notar,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,True,False
2100,hjorthagen,6675000,4.0,884,1 av 3,True,1935.0,7381,21500,christoffer perenkranz,fastighetsbyrån stockholm – norra djurgårdsstaden,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
2101,hammarby sjöstad,5675000,3.0,80,4 av 5,True,2003.0,5013,3852,malin millberg,hemverket ab,False,False,False,True,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2102,bromma / beckomberga,2250000,2.0,74,3 av 3,True,1995.0,4485,10713,linnea ragnevad,svenska mäklarhuset bromma,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2103,porslinskvarteren,2550000,2.0,50,2 av 5,True,2017.0,3373,8376,peter sundqvist,länsförsäkringar fastighetsförmedling värmdö,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2104,bromma,2130000,2.0,54,1 av 3,True,1951.0,3491,6000,sara sällström,notar,True,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False
2105,finnboda,5350000,3.0,77,2 av 6,True,2006.0,5115,7320,niklas zander,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False
2106,högdalen,1500000,1.0,36,unknown,False,1955.0,2220,4688,yosef j. lahlou,fastighetsbyrån farsta/ högdalen/ skogås,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False
2107,bromma,4000000,3.0,70,4 av 5,True,2017.0,4795,6600,emelie åkerström,bjurfors bromma,True,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2108,gröndal,8750000,3.0,112,unknown,False,1947.0,6178,0,nicklas talvitie,notar,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,True,False
2109,hägernäs,2295000,2.0,58,6 av 9,True,1957.0,3282,4400,anton sandberg,mohv täby,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
2110,östermalm / nedre gärdet,3025000,1.0,24,2 av 5,True,1933.0,1529,1200,thilde ångström,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
2111,södermalm,4225000,2.0,43,1 av 8,True,1884.0,1694,5880,mikael rantala,erik olsson fastighetsförmedling,False,False,False,False,False,False,True,False,False,False,True,False,1.0,True,False,False,False,False
2112,västra skogen,4900000,3.0,825,4 av 6,True,2016.0,4819,0,jonathan rappel,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,True,False,False
2113,södermalm,3350000,1.0,36,3 av 4,True,1930.0,1868,3600,andreas gerdin,husmanhagberg södermalm/gamla stan,False,False,False,False,False,False,True,False,False,False,True,False,3.0,False,False,False,False,False
2114,midsommarkransen,4658000,2.0,58,4 av 4,True,2023.0,4076,9530,therese jarmunger,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,False,False,False,False
2115,enskede,2620000,2.0,43,2 av 2,True,1939.0,3198,6920,gustav westerståhl,svenska mäklarhuset årsta / enskede,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2116,kungsholmen,4780000,2.0,595,12 av 16,True,2006.0,3174,0,jakob gustavsson,länsförsäkringar fastighetsförmedling stockholm - kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,12.0,False,False,False,False,False
2118,enskededalen,3800000,3.0,87,unknown,False,1981.0,2873,0,alexander danielsson,länsförsäkringar fastighetsförmedling årsta-bandhagen,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False
2119,liljeholmskajen,3020000,1.0,34,4 av 7,True,2006.0,2509,4300,kristoffer pettersson,svenska mäklarhuset hägersten/liljeholmen,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2120,mörtnäs,3300000,2.0,605,unknown,False,2018.0,3471,5400,morgan flodman,widerlöv nacka/värmdö,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False
2121,sollentuna centrum,3600000,3.0,65,4 av 5,True,2020.0,3833,7500,victor mastaeli,fastighetsbyrån sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2122,kungsholmen,3425000,2.0,45,2 av 3,True,1939.0,2422,8100,emma wallin,wallin & co ab,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2125,visättra,2400000,3.0,70,unknown,False,2015.0,4475,13058,jessica andrée,fastighetsbyrån huddinge,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
2126,kvarnholmen,3675000,2.0,53,2 av 4,True,2017.0,4027,6000,caroline hazelius,skandiamäklarna nacka,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2127,trångsund,3100000,4.0,94,3 av 4,True,1961.0,5682,7668,anna fernandez,svensk fastighetsförmedling trångsund/skogås/länna,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2130,vasastan,2895000,1.0,315,4 av 11,True,2022.0,2542,2748,andreas ångström,fastighetsbyrån stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,False,4.0,False,False,False,False,False
2131,årsta,3750000,3.0,63,2 av 6,True,1947.0,3595,0,jennifer svensson,svensk fastighetsförmedling globen,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False
2132,vasastan,8925000,3.0,75,0,True,1888.0,2233,0,nicola grez pancetti,svensk fastighetsförmedling sthlm vasastan,False,False,False,False,False,False,False,True,False,False,False,True,0.0,False,False,False,False,False
2133,jarlaberg,3950000,3.0,72,5 av 5,True,1989.0,5601,6167,erik ehrenpil,fastighetsbyrån nacka,False,False,False,False,False,False,False,False,False,False,False,True,5.0,False,False,False,False,False
2134,stockholm,2200000,1.0,40,3 av 7,True,1947.0,2455,0,tony lu,officium fastighetsbyrå,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2135,gärdet,2495000,1.0,22,2,False,1943.0,1406,0,hanna gulve,svensk fastighetsförmedling sthlm östermalm/gärdet,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2136,nykvarn,2400000,3.0,76,2 av 3,False,1951.0,4358,0,andreas özgun,svensk fastighetsförmedling södertälje,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
2137,rimbo,995000,2.0,54,1 av 2,True,1988.0,3799,0,maria alex,svensk fastighetsförmedling norrtälje,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
2138,södermalm,6500000,4.0,835,7 av 7,True,1990.0,5031,6612,jonna sommarhed,svensk fastighetsförmedling sthlm södermalm,False,False,False,False,False,False,True,False,False,False,False,True,7.0,False,False,False,False,False
2139,edsviken,2455000,2.0,60,1 av 2,True,1950.0,3125,4800,fredrik nilden,skandiamäklarna sollentuna,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
2140,nynäshamn/gröndal,1450000,2.0,67,unknown,False,1969.0,5303,9000,caroline östlund,skandiamäklarna nynäshamn,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
2143,centrala sundbyberg,2800000,3.0,57,2 av 2,False,1937.0,4977,12100,alexander kvist enderle,fastighetsbyrån sundbyberg,False,True,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2147,södermalm,4100000,2.0,46,2 av 5,True,1930.0,2562,0,jonna sommarhed,svensk fastighetsförmedling sthlm södermalm,False,False,False,False,False,False,True,False,False,False,False,True,2.0,False,False,False,False,False
2148,liljeholmen/årstaberg,5150000,3.0,73,7 av 16,True,2018.0,4382,0,olivia raaé,skandiamäklarna hägersten/liljeholmen/skärholmen,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
2149,centrala huddinge,2550000,2.0,61,unknown,False,1956.0,2530,9600,anton ström,svensk fastighetsförmedling huddinge,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
2150,spånga,1540000,2.0,40,13 av 15,True,2017.0,3063,0,gabriella gerges,fastighetsbyrån kista,False,False,False,False,False,False,False,False,False,False,False,False,13.0,False,False,False,False,False
2151,sollentuna centrum,3415000,2.0,70,2 av 5,True,2008.0,4141,2400,therese johansson,bjurfors sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
2152,kungsholmen /norr mälarstrand,4675000,2.0,44,unknown,False,1935.0,1643,0,simon hedlund,mäklarhuset stockholm innerstan,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
2153,bromma,3300000,2.0,52,4 av 5,True,2016.0,2116,7200,marcus hemrin,bjurfors bromma,True,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
2154,bromma,2295000,2.0,37,2 av 3,False,1939.0,3062,3600,gustav strand,bosthlm bromma,True,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
2156,skärmarbrink,3250000,2.0,50,3 av 3,False,1942.0,2497,9200,cesar fuentes,bosthlm johanneshov/hammarbyhöjden,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
2157,kungsholmen,10700000,3.0,80,6 av 6,False,1924.0,4770,13600,veronica andersson,behrer & partners,False,False,False,False,True,False,False,False,False,False,False,True,6.0,False,False,False,False,False
